attore,stato,leva,dominio,dove_persiste,cosa_cambia,dove_ui,se_la_togliamo
atleta,inerte,Tipologia giorno Diet (digiuno / severo / catabolico / normocalorico / anabolico),superfici_atleta,athlete_profiles.nutrition_config.week_plan[gg].day_type (piu day_type_pct riscritto dal preset),"Niente di suo. E solo un preset che al cambio scrive day_type_pct (0/22/75/100/115). La stringa salvata viene letta e messa nel modello risolto, ma nessun calcolo la consuma.","ProfileNutritionSection.tsx:216 (select, per giorno)","Gratis di per se, MA e l'unico modo con cui l'atleta imposta day_type_pct senza digitare un numero. E il candidato naturale da riciclare come select a 3 valori del coach (ipo/normo/iper -> 85/100/115)."
atleta,inerte,Token integratori (supplement_config.selected_tokens),schema_db,"athlete_profiles.supplement_config -> selected_tokens (string[], es. 'carboidrati:Maltodestrina', 'ergo:Caffeina')",Nulla.,nessuna UI di lettura; scritti derivandoli dal campo integratori a ProfilePageView.tsx:515,Niente. È dato scritto e mai riletto.
atleta,inerte,foodPreferences (preferenze alimentari),contratto_motore,athlete_profiles.food_preferences (array) — 9 atleti su 41 lo hanno compilato,NULLA sul piano. Diventa solo una riga di testo Preferenze: ... nel pannello di trasparenza,"Profilo -> nutrizione, campo CSV — /Users/antoninonocera/empathy/apps/web/modules/profile/views/sections/ProfileNutritionSection.tsx:278",si perde una riga nel pannello di trasparenza. Nessun impatto sul piano. NB: il campo e letto anche da athlete-memory-resolver.ts:178 (preferredFoods) — verifica quella superficie prima di droppare la colonna
atleta,inerte,supplements (integratori dichiarati),contratto_motore,athlete_profiles.supplements (array) — 8 atleti su 41,NULLA sul piano. Solo la riga Integratori (nota): ... nella trasparenza,Profilo -> nutrizione (supplements),nessun impatto sul piano
coach,viva,Classe di attivita' lifestyle (sedentary / moderate / active / very_active),superfici_coach,athlete_profiles.routine_config -> lifestyle_activity_class. NON e' una colonna: ProfilePageView.tsx:466 la mette dentro routine_config (verificato: la colonna ,Aggiunge al BMR una quota di calorie non-allenamento: nel V2 come moltiplicatore PAL (1.25-1.75).,apps/web/modules/profile/views/sections/ProfilePersonalSection.tsx:43 — select «Lifestyle» con le percentuali in etichetta (+15% … +40%),"Si puo' stimare dal device: daily-energy-solver.ts:29-31 gia' prevede `observedActiveKcal`, e quando c'e' il consumo reale il fabbisogno lo segue e la stima lifestyle passa in secondo piano."
coach,viva,Costo energetico dell'allenamento pianificato,calcolo_automatico,"planned_workouts.kcal_target, tss_target, duration_minutes, notes (contratto Builder JSON dentro notes)","Terza componente del fabbisogno. Se kcal_target c'e' si usa quello; se manca ma c'e' TSS si stima TSS x 10 x fattore(0.85-1.15); se manca tutto, zero.",Builder / Calendario training (crea planned_workouts); nessun campo in Nutrizione,"Il piano smetterebbe di distinguere un giorno di riposo da un'uscita di 4 ore. E' il cuore della periodizzazione automatica reale (a differenza di quella dichiarata da strategyKind, che e' finta)."
coach,viva,Distribuzione calorica per pasto (% colazione/pranzo/cena/spuntini),schema_db,"athlete_profiles.nutrition_config -> week_plan[wd].caloric_distribution {breakfast, lunch, dinner, snacks, opz. snack_am/snack_pm/snack_evening}",Decide quante kcal finiscono in ogni pasto: è il primo taglio del budget giornaliero.,"apps/web/modules/profile/views/sections/ProfileNutritionSection.tsx:224-250 (4-7 input number, `disabled={!canEditNutritionPercents}`)","Serve una regola automatica: oggi il fallback è profileParityCaloricDistribution 30/35/25/10 (resolve-nutrition-diet-day.ts:169-177). La tabella nutrition_meal_distribution (21 righe, ferma) è già il modello di quella regola."
coach,viva,"Distribuzione calorica tra i pasti (% colazione/pranzo/cena/spuntini, o 3 spuntini separati con 6 pasti)",superfici_atleta,"athlete_profiles.nutrition_config.week_plan[gg].caloric_distribution.{breakfast,lunch,dinner,snacks,snack_am,snack_pm,snack_evening}",Come si spezza il budget kcal del giorno fra i pasti: quanto pesa la colazione rispetto alla cena.,"ProfileNutritionSection.tsx:224-250 — input VISIBILI all'atleta ma `disabled={!canEditNutritionPercents}` (ProfilePageView.tsx:95: role===""coach"" || adminScoped",Il sistema non si rompe: resolve-nutrition-diet-day.ts:169-177 profileParityCaloricDistribution inventa 30/35/25/10 quando i campi mancano. Ma tutti i piani diventerebbero 30/35/25/10 salvo derivare la distribuzione da orari + allenamento.
coach,viva,Distribuzione calorica tra i pasti e numero di pasti,calcolo_automatico,athlete_profiles.nutrition_config -> week_plan[wd].meal_count_mode e .caloric_distribution; anche athlete_profiles.preferred_meal_count,Decide in quanti pasti spezzare il budget e con che percentuali (default 30/35/25/10). Con 6 pasti gli spuntini si dividono am/pm/serale; con 3 o meno la quota spuntini viene ridistribuita proporzionalmente sui pasti principali.,Profilo -> Nutrizione -> Diet: tendina numero pasti (ProfileNutritionSection.tsx:197) + percentuali per pasto (:224-250),Il numero di pasti e' esattamente la 'routine' da lasciare all'atleta e va tenuto. Le PERCENTUALI invece sono deducibili dagli orari (un pasto vicino all'allenamento pesa di piu'): quelle si possono automatizzare senza perdere informazione.
coach,viva,Giorno gara: pre-gara e recupero post-gara,calcolo_automatico,athlete_profiles.routine_config (week_plan[day].day_mode = 'race') + planned_workouts,"Ricostruisce pranzo pre-gara e pasto di recupero post-gara con composizioni dedicate, riscrive gli orari, sopprime gli slot in conflitto e forza strategyKind='race'. E' l'unico punto in cui i budget per slot vengono sovrascritti anche quando il Diet e' configurato.",Profilo -> Routine (day_mode = race) e Builder per la seduta di gara; nessun controllo in Nutrizione,Si perde tutta la gestione gara. Alto rischio: e' logica specialistica scritta apposta e funzionante.
coach,viva,Macronutrienti giornalieri (CHO/PRO/FAT %),superfici_atleta,"athlete_profiles.nutrition_config.week_plan[gg].daily_macros.{cho_pct,pro_pct,fat_pct}",La ripartizione macro di ogni slot pasto e quindi i grammi di ciascun alimento: il solver porzioni insegue carbsG/proteinG/fatG dello slot.,ProfileNutritionSection.tsx:258-260 — visibili all'atleta ma disabled,"Default gia pronto: DEFAULT_MACRO_SPLIT = {carbs:50, protein:25, fat:25} (build-meal-plan-v2-production.ts:32). Togliendola tutti i piani girerebbero a 50/25/25, a meno di derivare i macro dal carico (i template g/kg per strategia esistono in v2/daily-nutrition-requirements.ts ma oggi NON comandano "
coach,viva,Peso corporeo dell'atleta,superfici_coach,"athlete_profiles.weight_kg (numeric, colonna esistente)","L'input piu' pesante della nutrizione: entra nel BMR (quindi nel fabbisogno kcal e nelle kcal di ogni pasto), nei target macro g/kg del V2, nel protocollo pre-gara (g CHO/kg) e nell'idratazione (peso x 33 ml).","apps/web/modules/profile/views/sections/ProfilePhysicalSection.tsx:24 — «Weight (kg)», tab «Fisico» del profilo in scope coach",Non e' una leva da togliere: e' un dato. Va notato che oggi il coach lo scrive a mano mentre potrebbe arrivare dal device.
coach,viva,Rapporti macronutrienti giornalieri (CHO/PRO/FAT %),schema_db,"athlete_profiles.nutrition_config -> week_plan[wd].daily_macros {cho_pct, pro_pct, fat_pct}","È il rapporto grassi/carboidrati/proteine con cui viene sciolto ogni slot pasto — la manopola che il proprietario cita esplicitamente («i rapporti dei macronutrienti, i grassi»).","apps/web/modules/profile/views/sections/ProfileNutritionSection.tsx:258-260 (CHO/PRO/FAT, `disabled={!canEditNutritionPercents}`)",Il motore ricade su DEFAULT_MACRO_SPLIT 50/25/25 (build-meal-plan-v2-production.ts:32). Cambia il piano solo ai 5 atleti che l'hanno personalizzata.
coach,viva,Rapporti macronutrienti per singolo pasto (meal_macro_custom),schema_db,"athlete_profiles.nutrition_config -> week_plan[wd].meal_macro_custom {breakfast|lunch|dinner|snacks: {cho_pct, pro_pct, fat_pct}}",Dà a colazione un rapporto diverso da cena. I pasti senza voce dedicata restano sullo split globale.,"apps/web/modules/profile/views/sections/ProfileNutritionSection.tsx:270-272 (griglia 4 pasti x 3 macro, `disabled={!canEditNutritionPercents}`)",Effetto reale su ~5 atleti. Il ramo `null` (split globale ovunque) esiste già: rimozione a costo quasi zero lato motore.
coach,viva,"Seduta pianificata a calendario: durata, TSS, kcal target (coach -> nutrizione)",superfici_coach,"planned_workouts.{duration_minutes, tss_target, kcal_target, type, notes} per (athlete_id, date)","E' la leva coach piu' potente sulla nutrizione, e non e' dentro Nutrizione: la spesa energetica entra nel fabbisogno del giorno (mealsKcal), nella quota fueling, nei g CHO/h e nella strategia V2.",apps/web/components/coach/CalendarSessionEditModal.tsx:105-115 — modale di modifica seduta nel Calendario/Builder coach (rotta /athletes/[athleteId]/training),"Non e' una manopola di nutrizione da togliere: e' il canale legittimo con cui il coach influenza il piano, e l'unico che regge in ogni ramo. Nel modello nuovo diventa il canale principale."
coach,viva,Split macro giornaliero (CHO / PRO / FAT in %),calcolo_automatico,"athlete_profiles.nutrition_config -> week_plan[wd].daily_macros {cho_pct, pro_pct, fat_pct}; legacy anche nutrition_config.macro_split","Converte le kcal di ogni pasto in grammi: carbs = kcal x cho%/4, protein = kcal x pro%/4, fat = kcal x fat%/9. Questi grammi sono l'UNICO target che il compositore vede.","Profilo -> Nutrizione -> Diet, tre campi CHO/PRO/FAT — ProfileNutritionSection.tsx:258-260",Serve un sostituto obbligatorio: senza uno split il compositore non sa quanti grammi mettere. Il candidato naturale e' `dailyMacroTargetsGPerKg` del V2 (oggi inerte) o una regola fissa che scala col carico. E 5 coach l'hanno gia' personalizzato: togliendolo si toglie una scelta che stanno usando.
coach,viva,dietDay.caloricDistribution (% kcal per pasto) e mealCountMode (3/4/5/6 pasti),contratto_motore,athlete_profiles.nutrition_config.week_plan[giorno].caloric_distribution e .meal_count_mode (fallback legacy nutrition_config.caloric_split / meal_strategy). 25,decide quanti pasti esistono e come si spartiscono le kcal. Determina anche il numero di slot accettato: route-prep.ts:201-203 rifiuta con 400 se non stanno tra 3 e 6,"Profilo -> Diet, per ciascun giorno della settimana (ProfileNutritionSection.tsx, selettore meal_count_mode ~:210); raggiungibile anche dall'atleta",si cade nel ramo fallback :135-143 che usa i target del client; con Diet mancante resolveNutritionDietDay ritorna configured=false e il motore dipende interamente dal payload del browser
coach,viva,dietDay.dailyMacros (split macro % del giorno: carbs/protein/fat),contratto_motore,"nutrition_config.week_plan[giorno].daily_macros.{cho_pct,pro_pct,fat_pct} (fallback nutrition_config.macro_split)",converte le kcal di ogni pasto in grammi target di CHO/PRO/FAT; quei grammi sono il vincolo che il solver di porzioni cerca di soddisfare scegliendo i grammi degli alimenti,"Profilo -> Diet, macro giornalieri per giorno (raggiungibile anche dall'atleta)","default 50/25/25 (DEFAULT_MACRO_SPLIT, build-meal-plan-v2-production.ts:32). E la manopola rapporti dei macronutrienti che il proprietario vuole togliere: e viva e tocca direttamente i grammi degli alimenti"
coach,viva,dietDay.mealMacroCustom (split macro personalizzato per singolo pasto),contratto_motore,"nutrition_config.week_plan[giorno].meal_macro_custom.{breakfast,lunch,dinner,snacks}.{cho_pct,pro_pct,fat_pct} — 24 atleti su 41 hanno la chiave","per gli slot che hanno la voce, il target macro devia dallo split globale. Le kcal del pasto NON cambiano, cambiano solo i grammi di CHO/PRO/FAT richiesti al solver: e la manopola i grassi del singolo pasto","Profilo -> Diet, macro per-pasto (colazione/pranzo/cena/spuntini)","gli slot tornano tutti sullo split giornaliero. Viva, ma solo per chi ha scostato davvero i valori dal preset — dei 24 con la chiave, quanti abbiano davvero scostato non e distinguibile senza confrontare riga per riga col preset"
coach,viva,dietDayMealsScalePct — day_type_pct (ipocalorico / normocalorico / ipercalorico),contratto_motore,"athlete_profiles.nutrition_config.week_plan[giorno].day_type_pct (il `day_type` testuale e solo un'etichetta, vedi prova). 25 atleti su 41 hanno week_plan","moltiplica il fabbisogno giornaliero (BMR + lifestyle + training) prima di ripartirlo sui pasti. E LA leva ipo/normo/iper, codice corretto e funzionante — ma oggi in produzione e a valore neutro su OGNI atleta-giorno",/Users/antoninonocera/empathy/apps/web/modules/profile/views/sections/ProfileNutritionSection.tsx:216 (tendina digiuno-0 / severo-15-30 / catabolico-50-99 / nor,"si perde l'unica leva che sposta l'energia totale — ma nessun piano oggi in produzione cambierebbe di una kcal. Nota di prodotto: se un coach cambia la tendina e il campo % non lo segue, l'effetto e zero (e la riga anabolic con pct 100 in DB e esattamente questo caso)"
coach,viva,ftpWatts (soglia funzionale) — input non-request,contratto_motore,athlete_profiles.ftp_watts,converte le percentuali %FTP delle sedute in watt e determina i tassi di ossidazione substrati (CHO/FAT/PRO per ora) da cui esce l'energia training e il fueling,"Profilo -> dati performance (ftp_watts), modificabile anche dall'atleta",la stima energetica delle sedute crolla su un FTP fittizio di 250 W
coach,viva,plannedSessions (sedute pianificate del giorno) — input non-request,contratto_motore,"planned_workouts (duration_minutes, type, notes, tss_target, kcal_target)","determina l'energia da allenamento, i substrati bruciati, il piano fueling (pre/intra/post CHO) e, per sottrazione, le kcal dei pasti",calendario Training / Builder,il piano diventa cieco all'allenamento
coach,viva,«Copia dal giorno precedente» (Dieta),superfici_coach,"Niente di proprio: clona in stato locale l'intero DietDayConfig del giorno prima, poi si salva col resto","Duplica in un colpo TUTTE le leve del giorno (distribuzione, macro, macro per pasto, tipologia, %, numero pasti). E' un moltiplicatore delle altre leve, non una leva propria.",apps/web/modules/profile/views/sections/ProfileNutritionSection.tsx:186-192 — chip accanto ai giorni della settimana,"Sparisce da sola se spariscono le manopole per-giorno. Se resta il modello per-giorno, e' una comodita' pura."
coach,parziale,% calorie rispetto al fabbisogno (day_type_pct),leve_morte,nutrition_config.week_plan[giorno].day_type_pct,Scala il fabbisogno pasti del giorno - ma solo attraverso il ricalcolo del browser. Nel motore arriva sempre 100.,ProfileNutritionSection.tsx:217 (input numerico 0-130),E l'unica leva iper/ipocalorica esistente e la candidata naturale a diventare l'unica manopola del coach. Ma va detto al proprietario che oggi e a 100 su tutti: toglierla non cambierebbe un solo piano.
coach,parziale,% calorie rispetto al fabbisogno (day_type_pct) — la leva ipo/normo/iper,calcolo_automatico,athlete_profiles.nutrition_config -> week_plan[Mon..Sun].day_type_pct (clampato 0-200),"Scala l'INTERO fabbisogno del giorno: totale e quota pasti moltiplicati per pct/100. E' esattamente il concetto che il proprietario vuole tenere, ma oggi e' per-giorno-della-settimana, a granularita' numerica libera, e nessuno l'ha mai usata.","Profilo -> Nutrizione -> Diet, campo numerico '% calorie rispetto fabbisogno' — apps/web/modules/profile/views/sections/ProfileNutritionSection.tsx:217","E' il concetto da TENERE, ma va riscritto, non conservato com'e': oggi arriva al motore solo dal calcolo del browser, ha zero adozione, e vive accanto a due leve che fanno la stessa cosa (split macro e macro per-pasto). Tenerne una sola, a tre scelte, e cablarla server-side."
coach,parziale,Distribuzione calorica dei pasti (colazione/pranzo/cena/spuntini %),leve_morte,nutrition_config.week_plan[giorno].caloric_distribution,Determina le kcal per pasto - ma solo perche le ricalcola il browser e le spedisce dentro plan.slots.,ProfileNutritionSection.tsx:221-253 (input disabilitati per l'atleta via canEditNutritionPercents),Il piano perde la ripartizione per pasto e deve derivarla da regole. Nota: e viva SOLO dal browser; i piani generati dal cron gia oggi la ignorano - verificabile sui piani 2026-08-06/08-13 dell'atleta 21ac881a creati in blocco il 2026-08-04 sera.
coach,parziale,"Distribuzione calorica fra i pasti (colazione / pranzo / cena / spuntini, in %)",superfici_coach,"athlete_profiles.nutrition_config -> week_plan[gg].caloric_distribution = { breakfast, lunch, dinner, snacks }",Spacca il fabbisogno kcal del giorno fra gli slot: kcal_slot = dailyKcal * pct/100. Spostare colazione da 30 a 20 sposta ~10% delle calorie (e degli alimenti) sugli altri pasti.,"apps/web/modules/profile/views/sections/ProfileNutritionSection.tsx:224 (colazione), :225 (pranzo), :226 (cena), :250 (spuntini) — tutti `disabled={!canEditNutr","ATTENZIONE, il mappatore qui sbaglia: i default sono TRE e divergenti. UI/parity = 30/35/25/10 (profile-page-kit.ts:299 e resolve-nutrition-diet-day.ts:170-174); CRON = 25/35/30/10 (generate-meal-plan-v2-headless.ts:16), che inverte colazione e cena. Prima di sostituire la manopola con un default va"
coach,parziale,Distribuzione dei tre spuntini (mattina / pomeriggio / sera) in modalita' 6 pasti,superfici_coach,"athlete_profiles.nutrition_config -> week_plan[gg].caloric_distribution.{snack_am, snack_pm, snack_evening}",Assegna la quota di ciascuno dei tre spuntini. Senza valori espliciti il sistema divide la quota `snacks` fra i tre.,"apps/web/modules/profile/views/sections/ProfileNutritionSection.tsx:229 / :235 / :241 — compaiono solo se meal_count_mode === ""6""; `disabled={!canEditNutritionP",Si perde solo la differenziazione fra i tre spuntini: resolveSixMealSnackPercentages copre gia' il caso senza valori espliciti dividendo la quota `snacks`.
coach,parziale,Esclusione alimento «per questa sessione» dal Piano (coachSessionFoodExclusions),leve_morte,NESSUNA persistenza: useState in memoria,"Esclude davvero l'alimento dalla prossima rigenerazione (confluisce nel deny testuale), poi si perde al reload.",MealPlanSection.tsx:301-303 (props verso il figlio) - stato in NutritionPageView.tsx:502,Il coach perde un'esclusione al volo che comunque non sopravvive a un F5.
coach,parziale,Macro giornalieri CHO / PRO / FAT,superfici_coach,"athlete_profiles.nutrition_config -> week_plan[Mon…Sun].daily_macros = { cho_pct, pro_pct, fat_pct }","Converte le kcal di ogni slot in grammi: carbs=kcal*cho%/4, protein=kcal*pro%/4, fat=kcal*fat%/9. Sono i target macro che il compositore usa per scegliere e scalare gli alimenti.","apps/web/modules/profile/views/sections/ProfileNutritionSection.tsx:258-260 — tre input CHO/PRO/FAT, `disabled={!canEditNutritionPercents}`. Rotta: /athletes/[a","Serve una regola automatica. Il default e' 50/25/25 (profile-page-kit.ts:300); i 4 atleti con valori veri (65/12/23, 66/14/20, 72/12/16) tornerebbero al preset. daily-nutrition-requirements.ts:25-32 ha gia' template g/kg per strategia, oggi non usati per i budget slot: sono il sostituto naturale."
coach,parziale,Macro personalizzati per singolo pasto (meal_macro_custom),leve_morte,nutrition_config.week_plan[giorno].meal_macro_custom,"Fa deviare i singoli pasti dallo split globale - quando i valori NON sono il preset che la UI scrive da sola, e sempre e solo passando dal ricalcolo del browser.",ProfileNutritionSection.tsx:264-276 (griglia 4 pasti x 3 macro),Cinque atleti perdono una personalizzazione reale. Prima di rimuoverla vanno guardati quei 26 giorni: sono l'unico posto dove il coach ha davvero disegnato il pasto.
coach,parziale,Macronutrienti giornalieri (CHO/PRO/FAT %),leve_morte,nutrition_config.week_plan[giorno].daily_macros,Ripartisce le kcal di ogni slot in grammi di macro - stessa dipendenza dal browser.,ProfileNutritionSection.tsx:255-262,E la manopola che il proprietario vuole togliere. Serve una regola che decida i macro; il default 50/25/25 e gia il fallback di tutti i rami. Ma ~5 atleti hanno impostazioni high-carb reali che si perderebbero.
coach,parziale,Macronutrienti personalizzati per singolo pasto (CHO/PRO/FAT per colazione/pranzo/cena/spuntini),superfici_atleta,"athlete_profiles.nutrition_config.week_plan[gg].meal_macro_custom.{breakfast,lunch,dinner,snacks}",Fa deviare i macro di UNO slot dallo split globale (es. colazione 70% CHO). Ignorata di proposito se i 4 pasti valgono esattamente il preset di fabbrica scritto dalla UI.,ProfileNutritionSection.tsx:266-275 (griglia 4 pasti x 3 macro) — visibili all'atleta ma disabled,E la manopola piu fine e la meno giustificabile. Togliendola si torna allo split giornaliero — comportamento gia implementato e testato (null -> split globale). Rimozione a basso rischio.
coach,parziale,Orari dei pasti per giorno della settimana (Routine),superfici_coach,"athlete_profiles.routine_config -> week_plan[gg].{wake_time, breakfast_time, snack_time, lunch_time, afternoon_snack_time, dinner_time, night_time}, piu' routin",Orario di ogni slot del piano; e da li' anche quali spuntini vengono SOPPRESSI perche' cadono nella finestra di allenamento.,"apps/web/modules/profile/views/sections/ProfileRoutineSection.tsx:78-85 — tab «Routine», sette input time per ciascuno dei 7 giorni",Da NON togliere: nel modello nuovo e' esattamente «la ROUTINE» che l'atleta deve poter dichiarare. Semmai cambia proprietario (dal coach all'atleta).
coach,parziale,"Sedute pianificate del giorno nella routine (ha allenamento, orario e durata seduta 1 e 2)",superfici_coach,"athlete_profiles.routine_config -> week_plan[gg].{has_training, training1_start_time, training1_duration_minutes, has_training2, …}","Definisce la finestra di allenamento «tipica»: da li' si decide quali spuntini sopprimere, quali pasti marcare come post-workout, e in assenza di sedute reali e' la fonte sintetica per la rilevazione gara.","apps/web/modules/profile/views/sections/ProfileRoutineSection.tsx:92-99 — «Sessioni di allenamento», per ciascun giorno",C'e' gia' una fonte migliore e piu' precisa: le sedute reali in planned_workouts scritte dal calendario coach. Questa e' la copia dichiarativa e ridondante.
coach,parziale,Tipo di giorno routine: training / recovery / RACE,superfici_coach,athlete_profiles.routine_config -> week_plan[gg].day_mode ('training' | 'recovery' | 'race'),"Con 'race' il piano cambia forma: protocollo pre-gara (g CHO/kg dedicati, orario spostato), soppressione degli spuntini, pasto di recupero post-gara.",apps/web/modules/profile/views/sections/ProfileRoutineSection.tsx:87 — select nella tab Routine (da non confondere con quella della tab Dieta),"Il flag gara e' una vera funzione clinica, non una manopola di comodo. Andrebbe derivato dal calendario gare (athlete_races) invece che dichiarato due volte."
coach,parziale,Toggle «aderenza / adattamento da diario»,superfici_coach,"nutrition_constraints.adaptation_adherence_opt_in (boolean), upsert diretto browser->Supabase","Accende il confronto piano-vs-assunto dal diario: con >=2 giorni loggati la scala energia allenamento viene modulata (x0.93 / x0.965 / x1.012), e con essa la ripartizione pasti/fueling.","apps/web/modules/nutrition/views/NutritionPageView.tsx:3355-3372 — checkbox dentro l'accordion «Dettagli motore», gated showTech (coach o admin)","E' una decisione di prodotto, non una manopola tecnica: o il sistema usa sempre il diario o non lo usa mai. Togliendo il toggle bisogna scegliere il default (oggi e' spento: useState(false) a NutritionPageView.tsx:393)."
coach,parziale,caloric_split / macro_split alla radice di nutrition_config (percentuali legacy),superfici_atleta,athlete_profiles.nutrition_config.caloric_split e .macro_split (e le copie dentro .meal_plan),"Fallback: quando il giorno del week_plan non ha caloric_distribution/daily_macros, il motore usa questi. Per i 16 atleti senza week_plan sono l'unica fonte.","nessuna UI — ProfilePageView.tsx:494-503 li riscrive a ogni salvataggio da campi form (caloric_split_breakfast/lunch/dinner/snacks, macro_carbs_pct/protein_pct/","Per i 25 con week_plan e gratis. Per i 16 senza, sparirebbe l'unica distribuzione e scatterebbe profileParityCaloricDistribution (30/35/25/10) o il ramo non-configurato con gli slot del client."
coach,parziale,caloric_split / macro_split legacy alla radice di nutrition_config e dentro meal_plan,superfici_coach,"athlete_profiles.nutrition_config -> caloric_split, macro_split, meal_plan.caloric_split, meal_plan.macro_split, meal_plan.daily_kcal, meal_strategy",Sono il FALLBACK storico: valgono solo per i giorni in cui week_plan[gg] non e' configurato.,"Nessuna UI dedicata. Scritti come effetto collaterale da due punti: il salvataggio profilo (ProfilePageView.tsx:495-505, da form.caloric_split_* / form.macro_*)","Prima di cancellare va verificato per ogni atleta che week_plan copra tutti e 7 i giorni: dove non copre, togliere il legacy fa cadere il giorno nel default — e il default non e' lo stesso ovunque (vedi la leva distribuzione)."
coach,inerte,Approvazione/rifiuto delle decisioni applicative (manual_actions) e memoria coach validata,superfici_coach,"manual_actions.status (+ applied_at) e, all'applicazione, una riga in athlete_coach_application_traces",Sul contenuto del piano: nulla. Le azioni con target nutrition/fueling diventano una «direttiva applicativa» che produce parole chiave di focus e righe di testo mostrate come note.,"apps/web/modules/physiology/views/BioenergeticTransparencyHubPageView.tsx:449-455 — bottoni «Applica / Rifiuta» sulle azioni pending, gated showTech. Vive nel m",Gratis dal punto di vista del piano generato. Si perde solo la tracciabilita' mostrata a coach/admin.
coach,inerte,Macro custom per singolo pasto (colazione/pranzo/cena/spuntini x CHO/PRO/FAT — 12 campi),superfici_coach,"athlete_profiles.nutrition_config -> week_plan[gg].meal_macro_custom.{breakfast|lunch|dinner|snacks}.{cho_pct,pro_pct,fat_pct}","NULLA, oggi. Dovrebbe far deviare i macro di un singolo slot dallo split globale.","apps/web/modules/profile/views/sections/ProfileNutritionSection.tsx:270-272 — 4 card x 3 input, tutti `disabled={!canEditNutritionPercents}`","Niente si rompe. Candidato numero uno alla rimozione: 12 campi visibili, zero effetto. Non farsi ingannare leggendo reconcile-meal-plan-slots-with-diet.ts e build-meal-plan-v2-production.ts: SEMBRANO usarla."
coach,inerte,Macro custom per singolo pasto (colazione/pranzo/cena/spuntini),calcolo_automatico,athlete_profiles.nutrition_config -> week_plan[wd].meal_macro_custom,"Dovrebbe permettere a un pasto di deviare dallo split globale (es. colazione 70/12/18, cena 40/25/35). Le kcal non cambiano, cambia solo la traduzione in grammi. Oggi non cambia nulla: nessuno dei due rami la applica.","Profilo -> Nutrizione -> Diet, 4 pasti x 3 percentuali — ProfileNutritionSection.tsx:270-272","NON e' 'la manopola piu' sicura da eliminare' come sostiene il mappatore. Oggi togliendola non si rompe nulla, vero, ma perche' 5 coach stanno gia' compilando quei 12 campi e il motore li getta in silenzio. Le opzioni oneste sono due: o si collega (una riga: passare macroSplitByMeal a NutritionPageV"
coach,inerte,Predictor what-if + bottone «Salva configurazione predictor/fueling»,superfici_coach,"athlete_profiles.nutrition_config -> performance_predictor, .fueling, .nutriomics_engine, .meal_plan, .caloric_split (root), .meal_strategy",Sul PIANO PASTI: nulla. Le chiavi salvate vengono rilette solo dalla stessa pagina per ripopolare i propri campi.,"apps/web/modules/nutrition/views/NutritionPageView.tsx:3298-3339 — accordion «Previsione», visibile solo con showTech (= role coach o adminScoped, definito a :3","Gratis. Attenzione: lo stesso handler scrive anche caloric_split alla radice e meal_plan.caloric_split (leva seguente), quindi va rimosso il salvataggio per intero, non solo i campi predictor."
coach,inerte,Tipo giorno (etichetta: digiuno / severo / catabolico / normocalorico / anabolico),leve_morte,nutrition_config.week_plan[giorno].day_type (175 day-config),Nulla di per se. Il select serve solo a pre-compilare day_type_pct al momento del cambio; poi conta solo la percentuale.,ProfileNutritionSection.tsx:216 (select «Tipo giorno»),Serve mantenere day_type_pct (o sostituirlo). E esattamente la leva che il modello nuovo vuole dare al coach: oggi l'etichetta e morta e conta solo il numero.
coach,inerte,Tipologia giorno (digiuno / severo / catabolico / normocalorico / anabolico),calcolo_automatico,athlete_profiles.nutrition_config -> week_plan[wd].day_type (stringa),NULLA di per se'. Selezionandola la UI riempie automaticamente day_type_pct con 0 / 22 / 75 / 100 / 115. Il motore legge solo il %.,"Profilo -> Nutrizione -> Diet, tendina 'Tipologia giorno' — ProfileNutritionSection.tsx:216","Zero conseguenze, purche' resti il campo %. Anzi: e' la duplicazione piu' fuorviante del prodotto — due controlli affiancati che dicono la stessa cosa, uno vivo e uno decorativo, e l'unico coach che ha scelto 'anabolico' ha ottenuto un piano normocalorico."
coach,inerte,supplement_config (configurazione integratori del profilo),contratto_motore,athlete_profiles.supplement_config (jsonb) — 25 atleti su 41 lo hanno non vuoto,NULLA nel motore piano. La colonna viene SELEZIONATA da route-prep.ts:71 insieme al resto del profilo e poi mai usata da nessun ramo del generatore,"Profilo -> integratori (compilabile anche dall'atleta) — ProfilePageView.tsx:274,544","nulla sul piano. MA non e una colonna morta: NutritionPageView.tsx:1725 `const brands = record(profile?.supplement_config).selected_brands;` guida il catalogo Fueling, e modules/today/lib/build-today-events.ts:127 la legge per Oggi. Togliere il campo dalla select di route-prep e gratis; droppare la "
nessuno,viva,fdc_food_category_image — immagine di fallback per categoria (nessun pannello),superfici_admin,"public.fdc_food_category_image (25 righe: food_category, image_url)","E' la foto mostrata nel Piano quando l'alimento non ha un'immagine propria — ma SOLO per gli item risolti per chiave canonica (mappa byKey), non per quelli con fdc_id.",nessuna UI: nessuna route admin la scrive; si popola solo via SQL/storage,Cadono le foto di categoria: gli item senza immagine propria mostrerebbero l'icona generica. Nessun impatto sul piano.
